"","countries","countrycode","AverageGDPrate","GDP","birdspeciesthreatened","ln_landarea","Gov","average_population_density","mammalspeciesthreatened","Price_Index_yr2011","terrestrialandmarineprotectedare","ln_popdnsty","constant","AvgCO2ReductionPercent","new_domexp","GDPmultiplier","2030GDP","iso3c","aglandpercent","futureagland","growthmultiplier_agland","futureco2level","growthmultiplier_co2ems.x","ln_futureGDP","ln_futureAgLand","ln_futureco2","futureGDP_sq","ExpRishman","futureco2levelppp","growthmultiplier_co2ems.y","ln_futureco2ppp"
"11","Australia","AUS",0.0267568055957893,1433904348500.12,52,15.85472,3.738928,2.96069,63,200.991,29.3365,1.0854223492786,1,0.10925639055113,NA,1.02675680559579,1968481164360.85,"AUS",48.2419442487149,38.8906166673916,0.984726705966156,0.147988959879883,0.951428043194777,28.3082833787606,3.66075300475039,-1.91061760340659,801.358907852214,15226939812.7665,0.147988959879883,0.951428043194777,-1.91061760340659
"12","Austria","AUT",0.0107420701540158,455285818035.125,13,11.32116,3.447455,102.935,3,148.79,28.4133,4.63409772106127,1,2.43678964332589,45950000,1.01074207015402,517568974985.371,"AUT",32.3566761396415,29.6659959181104,0.993817838648486,0.0527924424595792,0.940540586420904,26.9724086382002,3.39000147130653,-2.94138723374999,727.510827746055,341687156.657249,0.0527924424595792,0.940540586420904,-2.94138723374999
"13","Azerbaijan","AZE",0.0301246273805814,46939529411.7647,17,11.3224,-1.186659,112.104,8,58.8497,5.51902,4.71942701186792,1,-0.12938576657783,NA,1.03012462738058,67021782172.3096,"AZE",57.7355751784202,57.9923678856175,1.00031704138754,0.0434588521675283,0.903408975709952,24.9282835105509,4.06031141370893,-3.13594071574221,621.419318782405,18106989.2103527,0.0434588521675283,0.903408975709952,-3.13594071574221
"14","Burundi","BDI",0.0264115462299887,3036931818.18182,15,10.15347,-2.843237,362.176,14,43.5374,7.59183,5.89213028152006,1,-12.3068940927184,4144000,1.02641154622999,4152344595.5597,"BDI",79.1666666666667,95.438682057227,1.01344158188046,0.0916952315966666,1.03240645812783,22.1469389744431,4.55848396857054,-2.38928490110812,490.486905937707,3443350.80650757,0.0916952315966666,1.03240645812783,-2.38928490110812
"15","Belgium","BEL",0.0115713161833701,542761092103.469,8,10.31824,2.838679,364.527,2,150.393,24.6255,5.89860062277944,1,1.53339093246799,NA,1.01157131618337,623112955628.416,"BEL",44.6103054434653,43.3136605697591,0.997895301972629,0.0739621275325943,0.944195893992004,27.1579936484942,3.76846807185253,-2.6042021068873,737.556619011653,192536265.764872,0.0739621275325943,0.944195893992004,-2.6042021068873
"16","Benin","BEN",0.0449151544154071,10354274634.9108,12,11.63302,-0.9928355,86.7072,13,58.4917,25.2719,4.46253692532115,1,-6.42236264350684,NA,1.04491515441541,17542521342.0293,"BEN",33.2564739269244,39.3042850813169,1.01200607948154,0.561584427563922,1.0420631455528,23.5878935616799,3.67133354807933,-0.576993155351703,556.388722677141,11769357.8976578,0.561584427563922,1.0420631455528,-0.576993155351703
"17","Burkina Faso","BFA",0.0561925050372741,14124775068.569,12,12.51942,-1.0813,60.878,9,58.3891,14.9769,4.10887186150264,1,-10.1109231239845,62423000,1.05619250503727,27220651562.4901,"BFA",44.2251461988304,52.4720354558317,1.01228823201932,0.134394414432957,1.0206543626713,24.0272417707859,3.96028036970076,-2.0069764110353,577.308347111799,25164276.1236097,0.134394414432957,1.0206543626713,-2.0069764110353
"18","Bangladesh","BGD",0.0640956734232698,274024958965.892,36,11.7766,-1.887096,1160.73,37,40.2503,4.88866,7.05680439651252,1,-6.75868946930502,NA,1.06409567342327,577508325909.201,"BGD",70.6323266569678,69.7301694795907,0.999082217661521,0.118282318879745,0.986864299706713,27.0819886963972,4.24463307174181,-2.13468097918712,733.434111751787,90499233.2971915,0.118282318879745,0.986864299706713,-2.13468097918712
"19","Bulgaria","BGR",0.0203068122279856,65132951116.4756,17,11.59518,0.3747948,67.3264,8,60.5104,28.2937,4.20955243313426,1,1.32594372836892,75015000,1.02030681222799,82902989508.8122,"BGR",46.2509211495947,44.2303901372771,0.996814422751343,0.116398057349872,0.936089315234809,25.1409369600637,3.7894121124897,-2.15073943325816,632.066711229895,46203927.7481607,0.116398057349872,0.936089315234809,-2.15073943325816
"20","Bahrain","BHR",0.0368316325515434,37746196808.5106,7,6.641584,0.3325953,1666.14,3,71.9713,1.68916,7.41826485280961,1,-7.55400832561989,NA,1.03683163255154,58260212276.1876,"BHR",11.0539846325564,10.4143331936365,0.995751343032911,0.469203461751444,0.995262052670503,24.7881852320719,2.34318304900865,-0.756718784243155,614.45412709951,3751921.02388726,0.469203461751444,0.995262052670503,-0.756718784243155
"21","Bahamas","BHS",0,12424500000,10,9.21134,1.528742,36.0958,5,122.408,6.11682,3.5861765150801,1,-5.92604831295898,NA,1,12424500000,"BHS",1.3986013986014,1.57932110121879,1.00871794871795,0.301876842330111,1.02176610091139,23.2429361666707,0.456995071925863,-1.19773615163703,540.234081647929,6702036.66008627,0.301876842330111,1.02176610091139,-1.19773615163703
"22","Bosnia and Herzegovina","BIH",0.0171672604427542,20161865419.4327,7,10.84349,-0.7116999,69.8705,4,66.3814,1.41423,4.24664352868589,1,-3.19026299521468,4566500,1.01716726044275,24730858274.0956,"BIH",43.14453125,44.5633511019124,1.00231382460425,0.427525356143273,0.983440784165187,23.9313176236638,3.79691179705328,-0.849741679748402,572.707963204683,9723263.36358401,0.427525356143273,0.983440784165187,-0.849741679748402
"23","Belarus","BLR",0.0247454839180356,59662495092.2654,9,12.22061,-1.002079,46.8314,4,43.4602,9.40608,3.84655391811481,1,-0.313418175806161,NA,1.02474548391804,80000659683.4392,"BLR",42.0354891269939,39.2483641573456,0.995111667345143,0.125724427121077,0.937403415167778,25.1053007176293,3.66990976584003,-2.07366285353757,630.276124122597,22726651.4038912,0.125724427121077,0.937403415167778,-2.07366285353757
"24","Belize","BLZ",0.0220404307567894,1871203164.08274,6,10.03495,-0.9867359,14.8039,10,74.1348,20.5909,2.69489065957,1,-2.53238215426729,8511500,1.02204043075679,2430736369.93188,"BLZ",7.01446733888645,7.5401016107329,1.00517483481665,0.143161738010126,0.988856375669809,21.6114600812875,2.02023565815358,-1.94378025282463,467.055206845081,1568487.97253595,0.143161738010126,0.988856375669809,-1.94378025282463
"25","Bermuda","BMU",0,5728559844.24526,3,3.988984,2.467345,1200.26,4,201.628,0.01155,7.09029347897393,1,-0.495567593854344,NA,1,5728559844.24526,"BMU",5.55555567819886,3.89755395418131,0.975000001862645,NA,0.975086236605627,22.46873,1.36034916513334,NA,504.8438278129,NA,NA,0.975086236605627,NA
"26","Bolivia","BOL",0.0488682810073351,40287647756.8741,55,13.89552,-1.578444,9.57869,21,54.7661,30.8655,2.25954083941753,1,-4.34416345794569,384942000,1.04886828100734,71420573928.534,"BOL",34.7872242222838,35.5438861366964,1.00153817913266,0.275298794141849,0.996938922156995,24.9918518150442,3.57076816218194,-1.28989824700354,624.592657145129,70184763.3366351,0.275298794141849,0.996938922156995,-1.28989824700354
"27","Brazil","BRA",0.0156647292947527,1868626087908.48,175,15.93875,-0.5654845,23.8226,80,113.4,25.9646,3.17063470994364,1,-5.52947699978372,NA,1.01566472929475,2251784683863.08,"BRA",33.9245334488295,35.8224419007184,1.00389586297463,0.139040280912364,0.991367217118011,28.4427442105617,3.57857456574167,-1.97299159709624,808.989698227443,6076409416.53056,0.139040280912364,0.991367217118011,-1.97299159709624
"28","Barbados","BRB",0,5.145e+09,4,6.063785,2.132025,658.168,3,130.035,0.008971,6.48946021788587,1,0.571465322307594,44000,1,5.145e+09,"BRB",23.2558139534884,12.1472482653394,0.95467007992008,0.187800295685643,0.978718709275947,22.3612912062324,2.49710266391706,-1.67237613773827,500.027344409927,2176427.10502855,0.187800295685643,0.978718709275947,-1.67237613773827
"29","Brunei Darussalam","BRN",0,13567351175.0315,31,8.569786,1.964203,75.7876,33,73.5477,8.98941,4.32793469087578,1,-10.9172554247225,NA,1,13567351175.0315,"BRN",2.73244774545167,4.46422671797781,1.03568615291313,0.681120364585622,1.05828088575153,23.3309320946161,1.49609601186681,-0.384016241628739,544.332392403586,8888181.0868695,0.681120364585622,1.05828088575153,-0.384016241628739
"30","Bhutan","BTN",0.0608544705263675,2446674101.3737,21,10.54858,1.261443,18.455,25,46.5731,48.0077,2.91533533648196,1,-13.5398975713789,44433000,1.06085447052637,4971023948.09264,"BTN",13.6063342409668,11.7653599244578,0.989669740124484,0.306996148894448,1.0369838593365,22.3268916816077,2.46515961452547,-1.18092007579138,498.490092162244,13273853.8733967,0.306996148894448,1.0369838593365,-1.18092007579138
"31","Botswana","BWA",0.0392007674211672,18616018903.4434,16,13.24764,1.531405,3.59873,11,70.9802,29.1433,1.28058100544357,1,-8.17010967356106,NA,1.03920076742117,29531147081.1206,"BWA",45.6330167970197,45.7807562407584,1.00023090710648,0.180931420928,0.994690662301896,24.1087113765506,3.82386383340848,-1.70963720941378,581.229964237821,181474171.768648,0.180931420928,0.994690662301896,-1.70963720941378
"32","Central African Republic","CAF",0.00510349046019762,2219894701.95124,16,13.34227,-3.710005,7.08434,16,NA,18.0648,1.95788671425162,1,-2.3902119592222,NA,1.0051034904602,2359726929.97752,"CAF",8.15435487495586,7.87529127598747,0.997515808325657,0.148213378448351,1.02835051333773,21.5818117416526,2.06373017145466,-1.90910229726366,465.774598052136,2209902.87038047,0.148213378448351,1.02835051333773,-1.90910229726366
"33","Canada","CAN",0.016317320095467,1713341704877.01,24,16.02307,3.91746,3.81782,18,161.931,6.47717,1.33967957909004,1,0.120040475401247,7.2e+09,1.01631732009547,2080635044078.76,"CAN",6.89183824507808,6.4176724781534,0.994921344572148,0.167149174490376,0.957998097903894,28.3636942726975,1.8590555096238,-1.78886860486364,804.499152795054,7777659327.30783,0.167149174490376,0.957998097903894,-1.78886860486364
"34","Switzerland","CHE",0.0159468242560296,705140354166.312,9,10.58446,4.265937,202.572,3,209.63,9.66029,5.31109537890725,1,1.86495320175253,944710000,1.01594682425603,852564597424.965,"CHE",38.3634460279084,37.2985594695115,0.997991279179458,0.0240500193323924,0.935700028570491,27.4715148173389,3.61895470578366,-3.72761947858901,754.684126359271,491543539.238714,0.0240500193323924,0.935700028570491,-3.72761947858901
"35","Channel Islands","CHI",NA,NA,NA,5.288267,NA,817.27,NA,NA,NA,6.70596951762057,1,NA,NA,NA,NA,"CHI",46.4646472917287,53.2212116605318,1.00974469346777,NA,NA,NA,3.97445703230526,NA,NA,NA,NA,NA,NA
"36","Chile","CHL",0.0312080934850372,298231133532.749,35,13.51917,2.465261,23.4726,19,92.786,22.5575,3.1558337834461,1,-3.22506944847012,58599000,1.03120809348504,431229769697.344,"CHL",21.1716498322513,21.0634555275368,0.999634106862941,0.103399304902549,0.958411581660187,26.7899068933449,3.04753957337611,-2.26915703934289,717.699111354088,699631605.734299,0.103399304902549,0.958411581660187,-2.26915703934289
"37","China","CHN",0.0810317201719954,13608151864637.9,96,16.05497,-0.3306336,143.945,73,69.9605,15.0382,4.9694312821722,1,-5.91079898491503,1.7e+10,1.081031720172,34662541008504.9,"CHN",56.2123131033498,58.328917518321,1.0026436422354,0.261345103614745,0.953375543106117,31.1766807099496,4.06609798270411,-1.34191350897194,971.985420090142,9205639350.44582,0.261345103614745,0.953375543106117,-1.34191350897194
"38","Cote d'Ivoire","CIV",0.0579676854331188,43007047821.7541,25,12.66981,-1.382943,68.2125,31,62.3707,14.8915,4.22262783251235,1,-6.75984286646616,32222000,1.05796768543312,84568468460.4364,"CIV",64.7798742138365,66.1330984354267,1.00147783251232,0.125154078933982,0.987978045678143,25.1608273208501,4.19166935429269,-2.07820966927445,633.067231469639,45529433.9576162,0.125154078933982,0.987978045678143,-2.07820966927445
"39","Cameroon","CMR",0.0427111616427416,38675205293.0462,29,13.06624,-2.185033,45.6445,46,62.0928,10.3821,3.82088311785474,1,-9.18594571380686,NA,1.04271116164274,63885293892.8476,"CMR",20.6257536333058,22.3507032374368,1.00575343881659,0.109224288951079,1.00993707137421,24.8803550293211,3.10685778532685,-2.21435181411246,619.032066385064,16896269.6013473,0.109224288951079,1.00993707137421,-2.21435181411246
"40","Democratic Republic of Congo","COD",0.0608210879315908,47227535290.9218,42,14.63399,-3.647667,30.6687,32,73.1887,13.3826,3.42324259053072,1,-15.4859426141616,62449000,1.06082108793159,95918198722.5502,"COD",11.5568690589092,11.9478963136961,1.00237962956913,0.19922131837469,1.06176656060292,25.2867615685334,2.48055522218565,-1.61333891960461,639.42031062386,18790406.2629922,0.19922131837469,1.06176656060292,-1.61333891960461
"41","Colombia","COL",0.0348496973223033,331047040087.878,126,13.91942,-0.4858393,41.6414,58,81.0713,13.6078,3.72909486469935,1,-3.83332113273055,226222000,1.0348496973223,499363773252.119,"COL",40.2574146575034,43.722239630246,1.00591475827538,0.0920081676382992,0.977941227039939,26.9366006716165,3.77785688867164,-2.38587792719653,725.580455742129,746568620.133613,0.0920081676382992,0.977941227039939,-2.38587792719653
"42","Comoros","COM",0.0332575508419115,1177955048.65299,14,7.528869,-2.328886,390.145,5,75.6386,0.125854,5.9665184648969,1,-1.70514787971685,NA,1.03325755084191,1744342532.28378,"COM",71.466950907041,71.466950907041,1,0.0511050997472766,0.975508993104247,21.2796435492741,4.26923511776467,-2.97387098739248,452.823229584161,592113.132645172,0.0511050997472766,0.975508993104247,-2.97387098739248
"43","Cabo Verde","CPV",0.0252763134319375,1976814276.50792,7,8.301521,1.028214,125.514,4,79.4317,0.878073,4.83241730613504,1,-0.936516625359559,NA,1.02527631343194,2667208451.78942,"CPV",19.6029776674938,20.8373942749241,1.0043715056873,0.117471302314032,0.985248217933559,21.7042982387431,3.03674917427516,-2.14156121085356,471.076562036305,2794287.05625726,0.117471302314032,0.985248217933559,-2.14156121085356
"44","Costa Rica","CRI",0.0340256266327565,60130106115.6294,27,10.84076,1.207609,91.6967,11,88.4237,3.03541,4.51848639170103,1,-1.25532009702721,194300000,1.03402562663276,89839555874.3242,"CRI",34.4594594594595,33.0039736609139,0.996922204954705,0.0483450062379075,0.95134180205169,25.2212912038462,3.49662796818439,-3.02939234601762,636.113529989208,50341831.1183983,0.0483450062379075,0.95134180205169,-3.02939234601762
"45","Cuba","CUB",0.0241639130076092,1.00023e+11,19,11.56524,-0.5529881,107.057,10,41.5148,7.18453,4.67336140290253,1,-3.56829991735694,NA,1.02416391300761,133208981003.875,"CUB",59.8606056076956,56.6295248408125,0.996044406200226,NA,NA,25.6151850177338,4.03653048949917,NA,656.137703492732,NA,NA,NA,NA
"46","Curacao","CUW",0,3127908037.85918,2,6.095825,NA,341.062,3,93.0893,0.258538,5.83206427893841,1,0.140904886192869,NA,1,3127908037.85918,"CUW",NA,NA,NA,1.15743106558901,0.990418773776372,21.8636302595359,NA,0.146202950638081,478.018328125694,NA,1.15743106558901,0.990418773776372,0.146202950638081
"47","Cayman Islands","CYM",0.00502790956146829,NA,3,5.480639,2.457674,243.05,1,147.629,0.103443,5.49326718349146,1,-1.69817503625752,NA,1.00502790956147,NA,"CYM",11.2500001986822,11.2500001986822,1,0.110990210004683,0.988234542952877,NA,2.42036814631107,-2.1983132797155,NA,NA,0.110990210004683,0.988234542952877,-2.1983132797155
"48","Cyprus","CYP",0.00975157678268955,24961988663.2026,7,9.131297,2.049533,122.025,6,120.607,1.6871,4.80422594177321,1,2.89169259030577,NA,1.00975157678269,28044884891.9364,"CYP",12.1569266050925,8.26631917019875,0.972825361104212,0.108053987772251,0.952178516263487,24.0570720954924,2.11218932775624,-2.22512428997959,578.742717807718,12312340.0716196,0.108053987772251,0.952178516263487,-2.22512428997959
"49","Czech Republic","CZE",0.0167570305279075,245225882903.37,9,11.25457,2.179304,135.674,3,98.1817,21.9991,4.91025494936767,1,2.84097710806994,78814000,1.01675703052791,299345349725.963,"CZE",45.1825951825952,34.9273806029015,0.981779404771172,0.0998366027745469,0.936728530055214,26.4248637596254,3.55327106610996,-2.30422040163719,698.273424714765,134498625.494975,0.0998366027745469,0.936728530055214,-2.30422040163719
"50","Germany","DEU",0.0130944786155664,3947620162502.96,11,12.76239,3.61323,234.261,5,139.57,38.7672,5.45643587839382,1,1.48153379710826,1.7e+09,1.01309447861557,4614607205265.44,"DEU",47.6786123196703,46.4293822173536,0.998105338424809,0.083939278201546,0.950508873370912,29.1602478676425,3.83793249626495,-2.47766162009453,850.320055702351,2307870854.3866,0.083939278201546,0.950508873370912,-2.47766162009453
"51","Djibouti","DJI",0.0643845767088229,2955912228.22417,12,10.05105,-1.389607,37.613,11,68.2076,1.26238,3.62734973532078,1,-7.77315139967546,NA,1.06438457670882,6249919280.63054,"DJI",73.4253666954271,73.4676685018043,1.00004114040984,NA,NA,22.5558343855122,4.2968454251121,NA,508.765664826655,NA,NA,NA,NA
"52","Dominica","DMA",0.00374523556468989,550892592.592593,7,6.620073,1.114665,94.7307,3,88.8844,0.644266,4.55103812928271,1,-3.08104202310484,NA,1.00374523556469,576167682.604673,"DMA",33.3333333333333,40.0735626098682,1.01324110671937,0.134089297547842,0.984323224986458,20.1719092919273,3.69071683035063,-2.00924930136609,406.905924481745,1054186.71070188,0.134089297547842,0.984323224986458,-2.00924930136609
"53","Denmark","DNK",0.00962225634619217,355675329085.952,9,10.65001,3.996083,132.843,2,185.004,17.8708,4.88916797981271,1,5.76370482295667,313792000,1.00962225634619,398988823462.398,"DNK",62.0147654203382,59.5633753094433,0.997123314777012,0.0344053057289237,0.923036394226116,26.7121992420715,4.08704087695292,-3.36954449019006,713.541588348126,468396581.8538,0.0344053057289237,0.923036394226116,-3.36954449019006
"54","Dominican Republic","DOM",0.0504611104269025,85555390387.0355,17,10.78539,-0.6571668,205.507,7,65.8101,16.5445,5.32548009661649,1,-1.12626876029417,NA,1.0504611104269,154456832137.976,"DOM",48.6855723452701,46.8740380753047,0.997295181243828,0.061650405289622,0.943800411354509,25.7631804906061,3.84746396301985,-2.78627547535248,663.741468991544,20733236.2042101,0.061650405289622,0.943800411354509,-2.78627547535248
"55","Algeria","DZA",0.0273636363636364,173757952824.25,15,14.68334,-1.858835,15.7886,14,53.9264,7.1055,2.75928816062548,1,-4.72880986987076,NA,1.02736363636364,240234274266.971,"DZA",17.3655391515237,17.4715773345504,1.00043492843723,0.262147148616036,1.00033502198132,26.2048804269499,2.86057540825285,-1.33884929694041,686.695758190742,56017137.0448213,0.262147148616036,1.00033502198132,-1.33884929694041
"56","Ecuador","ECU",0.0321021871298277,108398058000,106,12.42263,-1.342917,62.4489,47,67.8523,14.7689,4.13434862232518,1,-5.44822913130118,126621000,1.03210218712983,158377645423.509,"ECU",22.2096956031567,15.3954963561903,0.974164323804633,0.171720751312353,0.979359496823442,25.7882481789905,2.73407502224615,-1.76188566041783,665.033744141207,66181469.0286579,0.171720751312353,0.979359496823442,-1.76188566041783
"57","Egypt","EGY",0.0402575204302148,250894760351.232,14,13.81095,-1.799044,87.3339,18,NA,11.5509,4.46973870362156,1,-1.63306642474819,6635000,1.04025752043021,402885800902.007,"EGY",3.75083632480913,4.06037453048265,1.00568009830077,0.123141365859414,0.96701356100904,26.7219189862839,1.40127521824633,-2.09442226763746,714.060954309522,34235716.8244994,0.123141365859414,0.96701356100904,-2.09442226763746
"58","Eritrea","ERI",0.0124186550105062,2099993318.49147,21,11.52288,-3.342376,30.4981,15,49.7533,3.59629,3.41766438659098,1,-3.87660985497852,18953000,1.01241865501051,2435227729.43155,"ERI",75.1683168316832,75.4467545193961,1.00026413100898,NA,0.94592460432706,21.6133061124884,4.32342716930388,NA,467.13500111213,NA,NA,0.94592460432706,NA
"59","Spain","ESP",0.00506442967445979,1419041949909.82,19,13.1215,1.805715,92.5987,17,126.458,15.0479,4.5282751026767,1,4.78135266735343,2.1e+09,1.00506442967446,1507724776187.4,"ESP",52.5772474403069,46.5866334638029,0.991396523307264,0.0497089981019985,0.933242928045935,28.0416228596979,3.84131366444571,-3.00156931393687,786.332612605534,666037529.483832,0.0497089981019985,0.933242928045935,-3.00156931393687
"60","Estonia","EST",0.0118689441640263,30732144528.9795,9,10.66636,2.814645,30.9333,1,93.9455,19.501,3.43183327353726,1,-3.15258547074009,199734000,1.01186894416403,35406587410.0065,"EST",23.0733839429492,26.0143804072025,1.00860608803595,0.233947235479001,0.952501613622823,24.2901637248029,3.25864947770687,-1.45265967845697,590.012053777731,64741021.3520819,0.233947235479001,0.952501613622823,-1.45265967845697
"61","Ethiopia","ETH",0.0990431433991692,84355604752.5299,35,13.81551,-1.767671,93.1819,34,37.5378,18.475,4.53455349682253,1,-10.0213372199683,15334000,1.09904314339917,261993693405.967,"ETH",36.259,39.3620377720133,1.00588253578372,0.0414575379346733,0.960398025772987,26.2915862694482,3.67280184350683,-3.18308555785085,691.247508563837,72559229.9200327,0.0414575379346733,0.960398025772987,-3.18308555785085
"62","Finland","FIN",0.00335440331886098,276743120515.764,11,12.62456,4.225566,17.7861,2,162.6,14.1772,2.87841725336128,1,3.73723162161337,3e+09,1.00335440331886,288090651123.473,"FIN",7.48576881313547,7.37615773067465,0.998946922296879,0.0774061650240481,0.940258320425399,26.3865410284009,1.99825287033621,-2.55868885008498,696.249547443487,643192417.711219,0.0774061650240481,0.940258320425399,-2.55868885008498
"63","Fiji","FJI",0.0301646943117318,5536759658.87012,14,9.813016,0.0867584,47.0945,7,74.9579,0.990178,3.85215622138012,1,-1.47820397627644,NA,1.03016469431173,7909255632.28822,"FJI",23.2621784345922,23.0349350394769,0.9992990443393,0.0859350768659069,0.964987033486599,22.7912995096567,3.13701197830476,-2.45416318798822,519.443333338876,5177404.94198661,0.0859350768659069,0.964987033486599,-2.45416318798822
"64","France","FRA",0.00869352266455036,2777535239277.98,16,13.21322,2.578672,119.744,9,151.407,30.8319,4.78535613065162,1,2.58626043277131,2.5e+09,1.00869352266455,3081558109971.65,"FRA",52.4475441661716,50.9644902173423,0.997953212432389,0.0429580405855322,0.940862769707647,28.7564564648609,3.93112911996743,-3.14753144002812,826.933788415439,1474475180.09582,0.0429580405855322,0.940862769707647,-3.14753144002812
"65","Faroe Islands","FRO",NA,2320433828.06761,6,7.241366,NA,34.3635,4,NA,0.023412,3.53699495455938,1,1.13170244543408,NA,NA,NA,"FRO",2.1489970407132,2.1489970407132,1,NA,NA,NA,0.76500124060647,NA,NA,NA,NA,NA,NA
"66","Micronesia (country)","FSM",0.00426918223184888,401932279.019221,12,6.55108,0.1906066,152.064,5,NA,0.016761,5.02430148486007,1,-4.55287780998732,5301000,1.00426918223185,423013780.192685,"FSM",31.4285714285714,30.4647923295473,0.997777777777778,0.477693388476212,1.00583809114243,19.8629153137676,3.41657166698749,-0.738786199008119,394.535404761903,510437.591756465,0.477693388476212,1.00583809114243,-0.738786199008119
"67","Gabon","GAB",0.0304492639396219,16853589311.4139,7,12.45943,-1.370828,6.83318,18,86.9461,20.7781,1.9217901582001,1,-2.8567648828044,NA,1.03044926393962,24155262815.7359,"GAB",20.0256141576435,20.0256141576435,1,0.0840161872426354,0.961647974336748,23.9077681152801,2.99701216202937,-2.47674579343463,571.581376254003,10643532.0089728,0.0840161872426354,0.961647974336748,-2.47674579343463
"68","United Kingdom","GBR",0.0115800082620802,2855296731521.96,11,12.3964,3.408765,263.265,5,144.203,26.6375,5.57316112944776,1,2.98479613451428,1e+09,1.01158000826208,3278340827684.58,"GBR",71.7148781414045,69.017405396444,0.997265210181818,0.0632115241821443,0.944546387179993,28.8183585651236,4.23435872490942,-2.76126864979791,830.497790388035,2156127842.7398,0.0632115241821443,0.944546387179993,-2.76126864979791
"69","Georgia","GEO",0.0384704963670356,17599660629.0202,14,11.14894,1.073271,65.9767,9,65.6842,6.44232,4.18930164939353,1,-5.80657175977494,10765000,1.03847049636704,27684344373.3533,"GEO",34.4510001439056,32.1316724072068,0.99503409921851,0.273840811712352,1.00592767493638,24.0441329052849,3.46984222304009,-1.29520832057985,578.120327167005,32835653.3342474,0.273840811712352,1.00592767493638,-1.29520832057985
"70","Ghana","GHA",0.0686152743260707,65556464048.1539,23,12.33508,-0.1483664,114.365,21,59.6543,7.79456,4.73939508807932,1,-6.63929021344311,NA,1.06861527432607,145369083000.534,"GHA",68.9988573437637,71.5467911205334,1.0025934796006,0.111742610345229,0.98934319307466,25.7025417453269,4.27035165692594,-2.19155717433954,660.620652170271,102450003.3534,0.111742610345229,0.98934319307466,-2.19155717433954
"71","Gibraltar","GIB",NA,NA,6,2.302585,NA,3363.36,3,NA,13.1488,8.12069575329033,1,-3.03666571630076,NA,NA,NA,"GIB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Guinea","GIN",0.0528215911983951,10907214993.5687,20,12.41195,-2.198645,43.6675,30,49.0499,23.6553,3.77660411832041,1,-3.61301211090606,43000,1.0528215911984,20228853435.0082,"GIN",59.0102555754517,61.1879334171149,1.00259183526825,0.0693200310166036,0.969815808207428,23.7303758100497,4.11395000369142,-2.66902136669393,563.130736086193,13864257.5844334,0.0693200310166036,0.969815808207428,-2.66902136669393
"73","Gambia","GMB",0.0316159529480398,1632823198.95828,14,9.222269,-1.201458,189.449,10,43.5016,1.36644,5.2441198590131,1,-6.84355653798498,NA,1.03161595294804,2372224329.57688,"GMB",59.7826086956522,80.1013410093055,1.02111831544102,0.155845043933215,1.02264199228019,21.5870938876307,4.38329259562338,-1.85889307351046,466.002622513381,3368286.55711261,0.155845043933215,1.02264199228019,-1.85889307351046
"74","Guinea-Bissau","GNB",0.0399019455453951,1458156026.16376,12,10.24424,-2.86374,57.3732,14,60.1451,11.62,4.04957729533956,1,-2.90077808270672,NA,1.0399019455454,2331914837.26354,"GNB",57.9658605974395,58.9821430597826,1.00124223602484,0.0763321863856653,0.97944389784519,21.5699555855841,4.07723473809125,-2.57266058972419,465.26298396407,1368194.20340957,0.0763321863856653,0.97944389784519,-2.57266058972419
"75","Equatorial Guinea","GNQ",0,13432377049.5402,6,10.24174,-2.694451,36.9771,23,80.5011,1.76532,3.61029880211593,1,-2.1912125923723,NA,1,13432377049.5402,"GNQ",10.1247771836007,8.81477257639473,0.990151913835845,0.0531825938132114,0.940453822673305,23.3209338273179,2.17642901590213,-2.93402412013308,543.865954578138,950281.672193322,0.0531825938132114,0.940453822673305,-2.93402412013308
"76","Greece","GRC",0,218031844583.994,17,11.76679,0.3230239,85.0163,10,124.26,10.2067,4.4428430028117,1,4.39547030328708,106970000,1,218031844583.994,"GRC",47.6027928626843,33.9979799213424,0.976244544539619,0.122323395720748,0.961232462476414,26.1079069651408,3.52630110877291,-2.10108695678567,681.622806100447,55344606.4831026,0.122323395720748,0.961232462476414,-2.10108695678567
"77","Grenada","GRD",0.0199484983661163,1185925925.92593,2,5.828946,0.6597518,316.992,3,85.1621,0.205571,5.75887653696577,1,-1.04208873844366,NA,1.01994849836612,1503129776.84003,"GRD",23.5294117647059,28.6982484974294,1.01428571428571,0.142335416156132,0.985819403933592,21.1308152891927,3.35683609293916,-1.94956892111324,446.511354785978,567323.232741158,0.142335416156132,0.985819403933592,-1.94956892111324
"78","Greenland","GRL",0.0172260446282455,2502159510.1086,6,12.92501,3.24136,0.137534,9,NA,22.3722,-1.9838841197151,1,2.0672116685356,NA,1.01722604462825,3071317015.04259,"GRL",0.592301134389943,0.597493210576552,1.00062360451618,NA,NA,21.8453723016813,-0.515012358292827,NA,477.220290999064,NA,NA,NA,NA
"79","Guatemala","GTM",0.0316528879518852,78460447919.9915,17,11.58208,-1.454768,142.696,15,60.0598,11.983,4.960716493256,1,-5.4242881086065,NA,1.03165288795189,114039147529.961,"GTM",35.9835759611795,31.0339326124778,0.989485566858835,0.140680281606391,0.995013111698208,25.4598076257785,3.43508120624944,-1.96126546962693,648.201804341647,13715805.9325422,0.140680281606391,0.995013111698208,-1.96126546962693
