"","X","countries","type","amt_provided_developinginthousan","mobilizing_int_finflowsinusdthou","mobililizing_int_flows_coeff","dom_exp","gaps","needs","avail_resources","expected_funding_gap","int_pob","incl","eval","inc_pob","type_exp","sources","domestice_sources","international_sources","report_dom_exp","report_funding_gaps","prepare_fin_plans","newneeds","domexp_thousand","ln_newneeds","lndomexp_thousand","birdspeciesthreatened.x","mammalspeciesthreatened.x","landareasqkm","ln_landarea.x","politicalstabilityandabsenceofvi","governmenteffectivenessestimate","Price_Index_yr2011.x","terrestrialprotectedareasoftotal.x","terrestrialandmarineprotectedare.x","gdpconstant2010us","lnGDP","GDP_sq","CO2_Ems","GDP_CO2","Threatened_Species","yhat_exp","exp_domexp3","yhat_9","N9","manual_exp7","lnmanual_exp7","error","controlofcorruptionestimate","regulatoryqualityestimate","ruleoflawestimate","voiceandaccountabilityestimate","populationgrowthannual","average_co2emmkt","average_population_density.x","Gov.x","agriculturallandoflandarea","ln_average_co2emmkt","ln_manual_E12","manual_E12","oilrentsofgdp.x","yhat_N12","N_12","OR_Table9","countrycode.x","pc1","pc2","pc3","pc4","pc5","pc6","yhat_exp_pca","Exp_pca","manual_exp_pca","lnmanual_exp_pca","yhat","N_pca","biofin","dev","broad_region","new_domexp.x","ln_newdomexp.x","new_needs","constant.x","rishmanexp","ln_rishman.x","RishAbsDiff","ln_rishman2","ExtrapExpRishman","ln_ManualExtrapRishman","ManualExtrapRishman","ln_agland","ln_CO2ems","ln_popdnsty.x","ln_GDP2010","co2emissions.x","iso3c.x.x","aglandpercent.x","AvgCO2ReductionPercent.x","ln_CO2reduct","AvgAgGrowth.x","lnPriceIndex","aglandtimesgrowth","birdspeciesperlandarea","mlr1Exp","ln_Emily_Manual_Exp","Emily_Manual_Exp","mlr1Needs.x","countrycode.y","AverageGDPrate","GDP","birdspeciesthreatened.y","ln_landarea.y","Gov.y","average_population_density.y","mammalspeciesthreatened.y","Price_Index_yr2011.y","terrestrialprotectedareasoftotal.y","ln_popdnsty.y","constant.y","AvgCO2ReductionPercent.y","new_domexp.y","ln_newdomexp.y","AvgAgGrowth.y","GDPmultiplier","2030GDP","iso3c.x","aglandpercent.y","futureagland","growthmultiplier_agland","futureco2level","growthmultiplier_co2ems.x","iso3c.y","co2emissions.y","AvgCO2Growth","iso3c.y.y","co2ppp","futureco2levelppp","growthmultiplier_co2ems.y","ln_futureGDP","ln_futureAgLand","ln_futureco2ppp","futureGDP_sq","ln_rishman.y","ExpRishman","mlr1Expenditures","mlr1Needs.y","oilrentsofgdp.y","terrestrialandmarineprotectedare.y","RishmanNeeds"
"104",104,"Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10887,9.295324,-0.393932,-0.397743,58.6611,NA,NA,6.3e+09,22.56319,509.0975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.572719,-0.094381,-0.545166,-0.221269,0.604764,NA,164.02,-0.8776249,52.356,NA,NA,NA,0,NA,NA,1,"XKX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Europe",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3.95806654392947,NA,5.09998837160826,22.5638154703439,NA,"XKX",NA,NA,NA,NA,4.07177681550441,NA,NA,NA,NA,NA,NA,"XKX",0.0341857024406982,7938990793.20113,NA,9.295324,-0.8776249,164.02,NA,58.6611,NA,5.09998837160826,1,NA,NA,NA,NA,1.0341857024407,11883589759.8663,"XKX",NA,NA,NA,NA,NA,"XKX",NA,NA,"XKX",NA,NA,NA,23.1984242735762,NA,NA,538.166888776848,NA,NA,NA,NA,0,NA,NA
"105",105,"Kuwait","Developing",NA,NA,NA,5647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5647000,NA,15.54663,11,7,17820,9.788076,-0.00994,-0.121905,80.3532,17.5005,10.9987,1.3e+11,25.5908,654.8891,0.362783,9.283908,18,16.78224,19400000,17.00507,24300000,5647000,15.54663,-1.235601,-0.270912,-0.098016,0.072741,-0.629271,3.19549,88420.3,185.905,-0.1574891,8.49454,11.38986,15.54663,5647000,48.9854,19.89374,4.36e+08,1,"KWT",0.3580928,0.1709917,1.781347,-4.128633,-1.257827,0.6494624,15.69489,6549446,5647000,15.54663,15.94898,8444123,0,1,"Asia",5647000,15.546634988655,NA,1,6603694.39579206,15.7031398073294,956694.395792061,15.9208754435871,8210098.20990897,15.546634988655,5647000,2.13942360415805,-1.01395041961189,5.22523579054644,25.590800287402,95408.006,"KWT",8.41750841750842,-4.29550103990891,NA,0.00314317910070778,4.38643191715279,0.0266998605981263,0.000617283950617284,8484811.97520014,15.546634988655,5647000,9163825.95836579,"KWT",0.00999154305466215,140645364238.411,11,9.788076,-0.1574891,185.905,7,80.3532,17.5005,5.22523579054644,1,-4.29550103990891,5647000,15.546634988655,0.00314317910070778,1.00999154305466,158466793414.271,"KWT",8.41750841750842,8.42121325748767,1.00003143179101,186996.731821634,1.04295501039909,"KWT",95408.006,4.29550103990891,"KWT",0.337002780089194,0.285691905662106,0.989729530036978,25.7888109030417,2.13075391021213,-1.25284130174596,665.062767792843,15.8877984513668,7942975.02527345,9352569.54269484,14991863.9117191,48.9854,10.9987,302477932.653058
"106",106,"Kyrgyzstan","Trans_Countries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,5,191800,12.16421,-0.668617,-0.799616,49.6224,6.63846,6.63993,5.4e+09,22.40966,502.1931,0.503448,11.2821,20,16.23795,11300000,16.49757,14600000,11300000,16.23795,NA,-1.07306,-0.398029,-0.954391,-0.419931,1.98311,7801.34,29.6238,-1.746043,55.3738,8.96205,16.1911,10800000,0.329237,16.17649,10600000,1,"KGZ",-0.9000335,-1.467917,2.041196,0.8710921,0.3622231,-0.1522447,15.87146,7814216,7814216,15.87146,16.25326,11400000,1,2,"Asia",NA,NA,NA,1,NA,16.3718972988223,NA,16.2670727943621,11606464.6047835,16.2670727943621,11606464.6047835,4.0141065577016,-0.686274849217539,3.38857809230578,22.4096647905166,9607.54,"KGZ",54.9582898852972,-5.92764698304533,NA,-0.178127443573329,3.90444234468769,-9.86359343494082,7.82064650677789e-05,11141520.1921657,16.2261892456457,11141520.1921657,17783554.523245,"KGZ",0.043520561988068,8092836608.78875,15,12.16421,-1.746043,29.6238,5,49.6224,6.63846,3.38857809230578,1,-5.92764698304533,NA,NA,-0.178127443573329,1.04352056198807,13493136208.3062,"KGZ",54.9582898852972,53.6035047316998,0.998218725564267,24141.3417891145,1.05927646983045,"KGZ",9607.54,5.92764698304533,"KGZ",0.490438920698797,0.45853228839771,0.995804448791546,23.3254469640826,3.98161445272458,-0.77972456795986,544.076476074229,16.2798128035081,11755276.9928151,12297305.3943519,19581254.2796336,0.329237,6.63993,11681734.55954
"107",107,"Lao PDR","Least_dev",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,45,230800,12.34931,0.476786,-0.476006,39.6289,16.6815,16.6822,8.6e+09,22.87503,523.2669,0.055797,1.276358,74,16.62752,16600000,16.86081,2.1e+07,16600000,16.62752,NA,-0.926341,-0.778853,-0.813995,-1.74724,1.53044,1461.91,27.933,-1.168843,9.68863,7.287499,16.05006,9342310,0,16.53545,15200000,1,"LAO",-1.01338,-0.7682105,-1.715583,-0.6084399,0.742592,0.9545046,15.67246,6404199,6404199,15.67246,16.06685,9500477,0,0,"Asia",NA,NA,NA,1,NA,16.1918759118422,NA,16.3028719137669,12029492.6552651,16.3028719137669,12029492.6552651,2.27095303303824,-2.88603517448104,3.3298087855745,22.8750280402059,1954.511,"LAO",10.2642980935875,-5.7606750395198,NA,1.5859694653751,3.67955865006718,15.3658713413172,0.000125649913344887,13417560.2206299,16.4120748712384,13417560.2206299,21319759.6320055,"LAO",0.0754454463209826,17953786416.1431,29,12.34931,-1.168843,27.933,45,39.6289,16.6815,3.3298087855745,1,-5.7606750395198,NA,NA,1.5859694653751,1.07544544632098,42975078081.4985,"LAO",10.2642980935875,12.7938563471411,1.01585969465375,4788.78726974424,1.0576067503952,"LAO",1954.511,5.7606750395198,"LAO",0.0517352817741785,0.0275619049604617,0.961407820964445,24.4838862051188,2.54896508282211,-3.59132071474419,599.460683705207,16.5972356256193,16146851.347455,20858602.9550728,32789073.0084009,0,16.6822,30037045.9860701
"108",108,"Latvia","Developed_Countries",NA,NA,NA,8668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8668000,NA,15.97515,11,1,62190.6,11.03796,0.458743,1.0001,88.0876,18.1709,17.5107,2.8e+10,24.05547,578.6656,0.187605,4.512926,12,17.98979,6.5e+07,18.131,74900000,8668000,15.97515,-2.014642,0.435818,1.13701,0.902864,0.829663,-0.874482,7549.95,33.0762,1.85179,29.7881,8.929296,15.97515,8668000,0,15.99517,8843333,1,"LVA",-0.6280759,1.248288,-0.2728759,0.1632566,-0.4473225,0.1198777,17.11005,2.7e+07,8668000,15.97515,16.35039,12600000,0,3,"Europe",8668000,15.9751486416384,NA,1,51257953.6480061,17.7523813570734,42589953.6480061,17.7466250605867,50963745.2572527,15.9751486416384,8667999.99999999,3.3941089848993,-1.67341659031316,3.49881399052201,24.0554703471216,6974.634,"LVA",31.0550016082342,0.396658393523564,-0.92467983842546,0.412523953254506,4.47833177388735,12.2883047719406,0.000176875604994967,42708115.6480834,15.9751486416384,8667999.99999999,13920257.6415382,"LVA",0.0054972859711177,34409229177.9105,11,11.03796,1.85179,33.0762,1,88.0876,18.1709,3.49881399052201,1,0.396658393523564,8668000,15.9751486416384,0.412523953254506,1.00549728597112,36749021188.374,"LVA",31.0550016082342,32.8974265597213,1.00412523953255,6544.91430516374,0.996033416064764,"LVA",6974.634,-0.396658393523564,"LVA",0.14671027123787,0.0589864279220564,0.944644115538211,24.3273774279206,3.49339443464272,-2.83044789675796,591.821292520501,17.7498121107085,51126428.369697,48256838.7317347,74324922.4901112,0,17.5107,51342055.2174005
"109",109,"Lebanon","Developing",0,NA,NA,8320,4206.28,7254.4,8320,4206.28,0,1,0,1,2,4,614,5000,0,0,0,7254400,8320000,15.7971187392953,15.93417,11,10,10230,9.23308,-1.65834,-0.508022,71.7674,2.59487,1.0426,3.8e+10,24.36085,593.451,0.29456,7.175732,21,15.19957,3991062,15.52937,5550365,8320000,15.93417,0.7346048,-0.999058,-0.307447,-0.802171,-0.495885,2.93329,19532.9,555.534,-1.860752,64.5437,9.879855,15.93417,8320000,0,15.95544,8498875,1,"LBN",-0.723864,-1.152399,0.8085134,0.5457233,0.034074,-1.851348,16.67983,17500000,8320000,15.93417,16.31201,12100000,0,1,"Asia",8320000,15.9341728127974,7254400,1,5294027.19202265,15.4820897981411,3025972.80797735,15.4916870530617,5345079.91166362,15.9341728127974,8319999.99999999,4.16734251376893,-1.22227256149737,6.31992981332728,24.3608519966728,24070.188,"LBN",64.3206256109482,-4.30266073553684,NA,-0.303729473610491,4.27343033395005,-19.6038240258734,0.0010752688172043,3765149.35588648,15.9341728127974,8319999.99999999,13374727.2555962,"LBN",0.0347767333148524,56639155555.5556,11,9.23308,-1.860752,555.534,10,71.7674,2.59487,6.31992981332728,1,-4.30266073553684,8320000,15.9341728127974,-0.303729473610491,1.03477673331485,85364368445.7888,"LBN",64.3206256109482,61.6389217675893,0.996962705263895,47228.6660559612,1.04302660735537,"LBN",24070.188,4.30266073553684,"LBN",0.294550427118684,0.193644938034995,0.97412660711961,25.1701946193618,4.12129351788473,-1.64172901312551,633.538697176549,15.439338115058,5072468.36989515,4820646.09019625,7853027.45349702,0,1.0426,5048335.11282128
"110",110,"Lesotho","Least_dev",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,30360,10.32088,-0.256547,-0.749138,69.6686,0.260926,0.260612,2.6e+09,21.67878,469.9694,0.475433,10.30681,12,15.47878,5276518,15.78971,7200860,5276518,15.47878,NA,0.019255,-0.402776,-0.232716,0.086907,0.769926,2264.17,66.8238,-0.702312,75.9693,7.724963,15.93779,8350125,0,15.87675,7855731,1,"LSO",-1.565445,-1.091589,2.117919,1.474451,0.1996122,-0.8411202,15.65036,6264210,6264210,15.65036,16.04615,9305799,0,0,"Africa",NA,NA,NA,1,NA,16.1583212915506,NA,15.9802033174881,8711924.84968113,15.9802033174881,8711924.84968113,4.33032931130919,-0.743529311235889,4.20205930451246,21.6787772819738,2467.891,"LSO",77.635046113307,-2.21158678239043,NA,0.23901736605976,4.24374971410782,18.1579819874037,0.000263504611330698,13467597.3947258,16.4157971653448,13467597.3947258,21397326.813115,"LSO",0.034199473137054,2738786277.79392,8,10.32088,-0.702312,66.8238,4,69.6686,0.260926,4.20205930451246,1,-2.21158678239043,NA,NA,0.23901736605976,1.03419947313705,4100245772.51959,"LSO",77.635046113307,80.2736525777269,1.0023901736606,3502.09612857583,1.0221158678239,"LSO",2467.891,2.21158678239043,"LSO",0.406362875216732,0.20660871493897,0.958604941166124,22.134312753377,4.385441454755,-1.57692854051942,489.92780106431,15.9317677471176,8300013.89712279,14375812.6979721,22804040.3860435,0,0.260612,7252954.95841265
"111",111,"Liberia","Least_dev",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,24,96320,11.47543,-0.484977,-1.33217,66.6759,3.53087,1.06513,2.2e+09,21.51172,462.7542,0.182806,3.932472,38,15.16301,3847805,15.49529,5364372,3847805,15.16301,NA,-0.730465,-0.918832,-0.909494,-0.1354,2.5207,788.812,42.6348,-1.978815,27.7343,6.670528,14.85062,2815421,0,15.18412,3929872,1,"LBR",-1.948184,-1.465397,-0.1705962,-0.1874017,0.2560297,-0.0835987,14.73831,2516322,2516322,14.73831,15.19179,3960128,0,0,"Africa",NA,NA,NA,1,NA,15.0550138349029,NA,15.1206205389422,3688094.69166127,15.1206205389422,3688094.69166127,3.32266991432084,-1.69932979774363,3.75267082120142,21.5117231973107,935.085,"LBR",28.031561461794,-5.81102202856167,NA,0.321899704788113,4.19984356828969,8.92766298250496,0.000145348837209302,4516137.22635563,15.3231675904941,4516137.22635563,7368666.39123786,"LBR",0.0420340025651144,3.264e+09,14,11.47543,-1.978815,42.6348,24,66.6759,3.53087,3.75267082120142,1,-5.81102202856167,NA,NA,0.321899704788113,1.04203400256511,5349741997.24033,"LBR",28.031561461794,29.3216060109769,1.00321899704788,2308.58377208971,1.05811022028562,"LBR",935.085,5.81102202856167,"LBR",0.16140512636982,0.104071883887538,0.972945482094444,22.4003141718766,3.3783246507904,-2.26267342737708,501.774074998775,15.1342171945639,3738582.9026866,4749526.22798931,7739970.4869711,0,1.06513,4528105.69621581
"112",112,"Libya","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,1800000,14.38056,-2.32732,-1.77149,64.5608,0.211232,0.288586,5.5e+10,24.7306,611.6025,0.393064,9.720708,18,16.71633,18200000,16.94361,22800000,18200000,16.71633,NA,-1.59056,-2.22408,-1.70494,-1.36981,1.10255,53870.3,3.569,-4.310379,8.73172,10.89433,15.29755,4401894,47.4261,19.46345,2.84e+08,1,"LBY",0.3408407,-2.999032,2.28113,-4.357901,-1.791667,-0.1832176,15.31706,4488620,4488620,15.31706,15.73392,6810151,0,1,"Africa",NA,NA,NA,1,NA,15.3903528958728,NA,15.6023986864716,5970843.0301008,15.6023986864716,5970843.0301008,2.1669623722093,-0.933782830498703,1.27228544450802,24.7305990221789,56996.181,"LBY",8.72387101174171,-2.68538861802693,NA,-0.0227500223901442,4.16760741545865,-0.19864682550447,4.44444444444444e-06,2401391.62156708,14.6915589695942,2401391.62156708,3978897.50858433,"LBY",0.0484820345127987,48364208571.4286,8,14.38056,-4.310379,3.569,10,64.5608,0.211232,1.27228544450802,1,-2.68538861802693,NA,NA,-0.0227500223901442,1.0484820345128,85360314280.1343,"LBY",8.72387101174171,8.69612650578876,0.999772499776099,87093.1851720291,1.02685388618027,"LBY",56996.181,2.68538861802693,"LBY",0.531033592648929,1.27253791033751,1.05614074073021,25.1701471257529,2.1628776972969,0.241013261012527,633.536306332046,15.6036008767806,5978025.43617265,2860247.32408773,4719049.77621834,47.4261,0.288586,175984032.331577
"113",113,"Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,160,5.075174,1.44325,1.75873,NA,22.1201,22.1199,5.1e+09,22.34904,499.4797,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1.75237,1.46386,1.57166,1.39851,0.677697,52.7131,228.501,3.691038,37.75,3.964864,NA,NA,NA,NA,NA,1,"LIE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Europe",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3.63098547569503,NA,5.4315405866923,22.3525063766767,44.004,"LIE",32.2499990463257,4.34727737248746,1.46954975776662,-2.69247835426352,NA,-101.641057873448,0.0125,2296742.23945953,14.6470022592054,2296742.23945953,3809632.7973958,"LIE",0.003203029320179,5082352083.78255,2,5.075174,3.691038,228.501,0,NA,22.1201,5.4315405866923,1,4.34727737248746,NA,NA,-2.69247835426352,1.00320302932018,5281177528.65539,"LIE",32.2499990463257,22.0079437533159,0.973075216457365,21.6097396427222,0.956527226275125,"LIE",44.004,-4.34727737248746,"LIE",NA,NA,NA,22.3874149265908,3.09140346788091,NA,501.196347095342,NA,NA,1850942.97276271,3086352.4076039,NA,22.1199,NA
"114",114,"Lithuania","Developed_Countries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,62664.2,11.04554,0.771726,1.05508,81.377,16.9954,17.6225,4.2e+10,24.46094,598.3373,0.207993,5.087703,12,18.36974,9.5e+07,18.48527,1.07e+08,9.5e+07,18.36974,NA,0.588395,1.17527,0.985319,0.968862,-1.17068,13713.4,48.1888,2.132509,45.0742,9.526126,18.23323,82900000,0.085533,17.94825,62300000,1,"LTU",-0.3998003,1.230049,-0.0795369,0.6242646,-0.4901155,-0.1505281,17.60844,44400000,44400000,17.60844,17.88037,58300000,0,3,"Europe",NA,NA,NA,1,NA,18.3338665693678,NA,18.260839869193,85227939.7340735,18.260839869193,85227939.7340735,3.80831002073443,-1.57025085369328,3.87512662891036,24.4609354552298,12838.167,"LTU",47.1552602126949,0.047960710698016,-3.03737313037515,0.594024306267037,4.39909267779967,26.7751703855417,0.000159580749455032,88988995.2981066,18.3040232717154,88988995.2981066,135033488.768154,"LTU",0.0170026407951943,53429066429.1251,10,11.04554,2.132509,48.1888,2,81.377,16.9954,3.87512662891036,1,0.047960710698016,NA,NA,0.594024306267037,1.01700264079519,65409759660.6421,"LTU",47.1552602126949,51.23192831194,1.00594024306267,12740.0041587649,0.99952039289302,"LTU",12838.167,-0.047960710698016,"LTU",0.155493287593158,0.0547592784131542,0.936853383087954,24.9039373145609,3.93636293753045,-2.90480845591032,620.206093767578,18.3630032750997,94395435.3024534,114162280.408816,172184478.409207,0.085533,17.6225,91784914.9428155
"115",115,"Luxembourg","Developed_Countries",NA,NA,NA,38481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38500000,NA,17.46568,3,0,2430,7.795647,1.38727,1.70644,162.429,38.0052,38.0049,5.7e+10,24.76632,613.3705,0.239951,5.942703,3,16.95661,23100000,17.16765,28600000,38500000,17.46568,0.5090675,2.068,1.6919,1.81802,1.53782,2.23911,10664.5,220.028,4.013399,53.838,9.274672,17.46568,38500000,0,17.3986,3.6e+07,1,"LUX",-0.2812982,3.616099,-0.2536809,1.150747,-0.7411419,0.4492719,18.42433,1e+08,38500000,17.46568,17.74663,5.1e+07,0,3,"Europe",38481000,17.4656751709501,NA,1,58762460.1227844,17.8890137756976,20281460.1227844,17.8184445894087,54758577.9573473,17.4656751709501,38480999.9999999,3.98597953754398,-1.42732054315166,5.39375481098115,24.766317104781,9658.878,"LUX",53.711935914593,1.47649843111627,0.38967335963187,0.118687352631883,5.09024098321417,6.38988969099532,0.00123456790123457,60297160.3775491,17.4656751709501,38480999.9999999,59595763.3289334,"LUX",0.0210524536465868,70885325883.0941,3,7.795647,4.013399,220.028,0,162.429,38.0052,5.39375481098115,1,1.47649843111627,38481000,17.4656751709501,0.118687352631883,1.02105245364659,91019192837.288,"LUX",53.711935914593,54.6113438280217,1.00118687352632,7613.14490346072,0.985235015688837,"LUX",9658.878,-1.47649843111627,"LUX",0.171397205165747,0.0480960120838967,0.923648189436632,25.2343362315247,4.00024162358922,-3.03455601416625,636.771725045639,17.8261922281801,55184475.3582015,74308699.9545747,113253334.464869,0,38.0049,80656921.7113999
"116",116,"Macao,SAR, China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,29.8615,3.396571,0.892293,1.2252,73.795,NA,NA,3.1e+10,24.15709,583.5649,0.030429,0.7350677,4,NA,NA,NA,NA,NA,NA,NA,0.531686,1.41046,0.710949,0.093103,2.06608,1466.8,18861.3,2.210991,NA,7.290838,NA,NA,0,NA,NA,1,"MAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-3.49235917792017,9.84486748276212,24.1572530414316,1283.45,"MAC",NA,0.799395884352412,-0.223898981138967,NA,4.30129097863374,NA,0.133951743884266,NA,NA,NA,NA,"MAC",0.0580954209486603,55084050789.7182,4,3.396571,2.210991,18861.3,0,73.795,NA,9.84486748276212,1,0.799395884352412,NA,NA,NA,1.05809542094866,108473558902.166,"MAC",NA,NA,NA,1128.77667199609,0.992006041156476,"MAC",1283.45,-0.799395884352412,"MAC",0.0157768673755907,0.00252560709350263,0.891808409628109,25.4097722834738,NA,-5.98127381208386,645.656527497994,NA,NA,NA,NA,0,NA,NA
"117",117,"Madagascar","Least_dev",0,NA,NA,11667,78000,90000,12000,78000,1,1,1,1,2,3,2000,18000,0,0,0,9e+07,11700000,18.3153202282945,16.27227,37,121,581699,13.27371,-0.418999,-1.20908,42.9007,5.47637,2.22158,9.4e+09,22.96398,527.3442,0.07587,1.742277,158,16.40412,13300000,16.65251,17100000,11700000,16.27227,-0.1318493,-0.930138,-0.714917,-0.782963,-0.368905,2.68658,2261.72,38.5646,-1.833592,70.9778,7.723883,16.27227,11700000,0.037751,17.4942,39600000,1,"MDG",0.2231108,-3.329083,-2.171959,0.9153369,1.384548,-0.2910926,17.45149,37900000,11700000,16.27227,16.62872,16700000,1,0,"Africa",11667000,16.272274901806,9e+07,1,49733976.6495358,17.7221988922945,38066976.6495358,17.5521295327551,41955896.1460827,16.272274901806,11667000,4.26236715209163,-2.57873392963215,3.65233475723312,22.9639755262224,3076.613,"MDG",71.1842557579924,-5.82410893385766,NA,0.122759720851101,3.75888814281717,8.7132149146253,6.36067794512282e-05,37378875.2860031,16.272274901806,11667000,18601418.057425,"MDG",0.0265507838488034,13853432868.227,37,13.27371,-1.833592,38.5646,121,42.9007,5.47637,3.65233475723312,1,-5.82410893385766,11667000,16.272274901806,0.122759720851101,1.0265507838488,18972417451.0861,"MDG",71.1842557579924,72.4174641287491,1.00122759720851,7610.73841788335,1.05824108933858,"MDG",3076.613,5.82410893385766,"MDG",0.0769991867610903,0.0880944530468701,1.00844891157291,23.6662520482557,4.28244748755138,-2.42934571003275,560.091486011568,17.5603233192885,42301086.0779484,44015662.35055,67944681.8974045,0.037751,2.22158,138214252.100335
"118",118,"Malawi","Least_dev",0,NA,NA,21286,14200,35200,21000,14200,0,1,1,1,NA,NA,0,8000,0,0,0,35200000,21300000,17.3765566405683,16.87356,19,10,94280,11.45402,-0.115333,-0.681704,63.1277,20.8807,20.882,7.4e+09,22.72475,516.4141,0.07246,1.646635,29,16.01512,9021485,16.2898,11900000,21300000,16.87356,0.8584404,-0.735158,-0.77645,-0.343691,-0.037657,2.7162,1080.54,163.965,-1.189645,59.1613,6.985219,16.87356,21300000,0,16.88546,21500000,1,"MWI",-1.563081,-0.7651879,-1.034877,0.788799,-0.4212807,-0.1229459,16.26836,11600000,21300000,16.87356,17.19197,29300000,1,0,"Africa",21286000,16.8735601375831,35200000,1,16159166.3902626,16.5979980249657,5126833.60973737,16.5283430364074,15071905.9601943,16.8735601375831,21286000,4.08026761190813,-2.62472059351521,5.09965299041391,22.7247458371565,1276.116,"MWI",61.4128128977514,-3.69487474292168,NA,0.980268382689608,4.14515965895804,57.9939518688147,0.000201527365294866,15259233.1181135,16.8735601375831,21286000,33444409.0075178,"MWI",0.0484234894961283,7064971176.34408,19,11.45402,-1.189645,163.965,10,63.1277,20.8807,5.09965299041391,1,-3.69487474292168,21286000,16.8735601375831,0.980268382689608,1.04842348949613,12460954356.1493,"MWI",61.4128128977514,70.3996140972769,1.0098026838269,2280.3778572653,1.03694874742922,"MWI",1276.116,3.69487474292168,"MWI",0.0648885610856153,0.0341120522564206,0.960608071640852,23.245865940964,4.2541877815762,-3.37810451853267,540.370283345271,16.6169755180261,16468755.1764614,20033898.6119891,31523607.7654378,0,20.882,21691576.2469935
"119",119,"Malaysia","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,71,328550,12.70244,0.203229,0.966614,61.4955,19.1262,8.96152,2.9e+11,26.39315,696.5982,0.35322,9.322587,134,19.79472,3.95e+08,19.81393,4.03e+08,3.95e+08,19.79472,NA,0.216401,0.733633,0.525386,-0.33084,1.3512,210261,88.207,1.26495,23.4217,12.2561,19.55405,3.11e+08,4.89761,20.27357,6.38e+08,1,"MYS",2.52465,-0.2316874,-0.4970399,-0.4110678,1.488847,0.8849013,19.21617,2.22e+08,2.22e+08,19.21617,19.3864,2.63e+08,1,1,"Asia",NA,NA,NA,1,NA,19.5593607619321,NA,19.5089694514456,296918857.226004,19.5089694514456,296918857.226004,3.15366294306725,-1.04066418671391,4.47968632494287,26.3931467599269,242821.406,"MYS",26.2577994217014,-4.14702193388762,NA,2.01746979374251,4.11896400140366,47.2525722680989,0.000191751635976259,643135169.740107,20.2818654774345,643135169.740107,930027356.577459,"MYS",0.0474869159720628,358581943446.259,63,12.70244,1.26495,88.207,71,61.4955,19.1262,4.47968632494287,1,-4.14702193388762,NA,NA,2.01746979374251,1.04748691597206,625707989111.606,"MYS",26.2577994217014,34.72977740344,1.02017469793743,465196.741079583,1.04147021933888,"MYS",242821.406,4.14702193388762,"MYS",0.314204922525815,0.201802357101291,0.97270708258207,27.1621496281473,3.54759745739021,-1.60046649074784,737.782372421863,19.9012759707398,439556125.821729,1248264671.98289,1776186686.19713,4.89761,8.96152,1034918565.65644
